"word","file_4_count","file_5_count","file_6_count","word_length","total_count","word_ID","predict_word"
"short",4748,194,941,5,5883,3112,"attention"
"thank",2273,43,3572,5,5888,3113,"Americans"
"paper",5050,103,757,5,5910,3114,"Christmas"
"black",4861,187,949,5,5997,3115,"community"
"Great",1438,71,4505,5,6014,3116,"Americans"
"enjoy",4317,91,1625,5,6033,3117,"listening"
"local",4775,454,873,5,6102,3118,"residents"
"power",4951,298,895,5,6144,3119,"structure"
"close",4511,331,1336,5,6178,3120,"attention"
"bring",4490,253,1580,5,6323,3121,"ourselves"
"wrong",4456,137,1739,5,6332,3122,"direction"
"state",4262,1276,795,5,6333,3123,"financial"
"given",5610,257,479,5,6346,3124,"permanent"
"light",5437,195,743,5,6375,3125,"direction"
"looks",4089,159,2216,5,6464,3126,"beautiful"
"party",4082,219,2202,5,6503,3127,"including"
"order",5453,211,904,5,6568,3128,"something"
"young",5392,351,890,5,6633,3129,"Americans"
"group",5264,488,891,5,6643,3130,"announced"
"class",4229,173,2301,5,6703,3131,"situation"
"heard",4611,164,1954,5,6729,3132,"something"
"needs",4540,214,2014,5,6768,3133,"something"
"women",5441,302,1063,5,6806,3134,"worldwide"
"write",5821,67,992,5,6880,3135,"something"
"white",5876,185,869,5,6930,3136,"chocolate"
"check",3839,129,3059,5,7027,3137,"Cleveland"
"leave",5440,194,1396,5,7030,3138,"overnight"
"share",5674,234,1141,5,7049,3139,"something"
"month",5245,525,1369,5,7139,3140,"Hopefully"
"maybe",5267,115,1856,5,7238,3141,"Elizabeth"
"movie",4926,189,2128,5,7243,3142,"sometimes"
"Thank",1942,10,5430,5,7382,3143,"Americans"
"watch",4031,129,3237,5,7397,3144,"something"
"early",5062,512,1895,5,7469,3145,"childhood"
"asked",6188,406,940,5,7534,3146,"questions"
"stuff",5136,114,2297,5,7547,3147,"regarding"
"Happy",1290,18,6459,5,7767,3148,"Wednesday"
"ready",4375,172,3221,5,7768,3149,"Americans"
"seems",6492,185,1125,5,7802,3150,"motivated"
"means",6372,203,1418,5,7993,3151,"something"
"words",6458,122,1429,5,8009,3152,"beginning"
"weeks",6410,318,1418,5,8146,3153,"challenge"
"heart",6150,181,1867,5,8198,3154,"condition"
"books",7230,87,949,5,8266,3155,"including"
"along",7118,415,778,5,8311,3156,"extremely"
"comes",6803,304,1357,5,8464,3157,"something"
"hours",6037,302,2147,5,8486,3158,"something"
"often",7480,370,816,5,8666,3159,"described"
"under",7052,594,1039,5,8685,3160,"different"
"using",7166,264,1262,5,8692,3161,"different"
"water",7426,325,962,5,8713,3162,"resources"
"later",6893,459,1395,5,8747,3163,"published"
"After",7526,418,857,5,8801,3164,"finishing"
"money",6674,577,2020,5,9271,3165,"sometimes"
"whole",7594,202,1605,5,9401,3166,"different"
"quite",8558,136,823,5,9517,3167,"literally"
"music",5781,282,3542,5,9605,3168,"including"
"small",8467,449,921,5,9837,3169,"selection"
"happy",6140,167,4320,5,10627,3170,"including"
"least",8304,463,2023,5,10790,3171,"something"
"point",9224,439,1533,5,11196,3172,"sometimes"
"times",8903,428,1938,5,11269,3173,"including"
"makes",8217,298,2787,5,11302,3174,"beautiful"
"house",9030,318,2250,5,11598,3175,"somewhere"
"three",9537,1215,954,5,11706,3176,"different"
"story",10933,307,1518,5,12758,3177,"featuring"
"start",8702,475,3624,5,12801,3178,"somewhere"
"found",11455,575,1616,5,13646,3179,"ourselves"
"might",11514,546,2550,5,14610,3180,"otherwise"
"doing",10245,357,4131,5,14733,3181,"something"
"since",12040,841,2349,5,15230,3182,"Christmas"
"place",12524,589,2394,5,15507,3183,"yesterday"
"until",12368,585,2684,5,15637,3184,"September"
"There",13634,471,1945,5,16050,3185,"certainly"
"world",14351,419,3602,5,18372,3186,"countries"
"every",14636,624,3564,5,18824,3187,"situation"
"thing",13913,400,4606,5,18919,3188,"Sometimes"
"night",10241,600,8206,5,19047,3189,"certainly"
"again",14150,408,5003,5,19561,3190,"yesterday"
"while",16853,839,2995,5,20687,3191,"traveling"
"years",19502,1818,2834,5,24154,3192,"including"
"never",17358,622,6180,5,24160,3193,"otherwise"
"today",10188,461,13979,5,24628,3194,"Wednesday"
"those",20790,1097,3997,5,25884,3195,"buildings"
"right",17290,785,8441,5,26516,3196,"direction"
"where",21622,1121,3917,5,26660,3197,"something"
"these",23426,591,2796,5,26813,3198,"questions"
"after",20416,1904,4551,5,26871,3199,"Christmas"
"being",22177,862,4779,5,27818,3200,"published"
"still",21407,843,7433,5,29683,3201,"something"
"great",16557,583,13958,5,31098,3202,"selection"
"could",26672,1549,5559,5,33780,3203,"literally"
"going",23301,1230,10564,5,35095,3204,"somewhere"
"first",27616,1963,5976,5,35555,3205,"published"
"other",32322,1833,4235,5,38390,3206,"countries"
"think",27269,918,11032,5,39219,3207,"otherwise"
"which",42124,2393,2164,5,46681,3208,"according"
"there",42767,1516,11653,5,55936,3209,"somewhere"
"would",48309,2733,10412,5,61454,3210,"recommend"
"their",52502,3231,5910,5,61643,3211,"political"
"about",68187,3404,19568,5,91159,3212,"something"
"war",2147,113,243,3,2503,3912,"beginning"
"Did",1122,25,1374,3,2521,3913,"President"
"bar",1763,149,710,3,2622,3914,"following"
"die",1918,47,730,3,2695,3915,"instantly"
"Big",1271,134,1321,3,2726,3916,"remaining"
"Can",1158,32,1541,3,2731,3917,"attention"
"See",1198,23,1514,3,2735,3918,"Wednesday"
"kid",1812,57,869,3,2738,3919,"Americans"
"won",1516,313,913,3,2742,3920,"Christian"
"six",2160,382,216,3,2758,3921,"different"
"act",2097,92,590,3,2779,3922,"according"
"Are",1262,31,1540,3,2833,3923,"remaining"
"fit",2409,65,375,3,2849,3924,"perfectly"
"Her",2411,129,309,3,2849,3925,"challenge"
"Get",811,22,2022,3,2855,3926,"resources"
"low",2255,132,468,3,2855,3927,"political"
"eye",2205,64,595,3,2864,3928,"remaining"
"www",587,109,2179,3,2875,3929,"remaining"
"Its",1129,49,1728,3,2906,3930,"something"
"oil",2525,195,222,3,2942,3931,"companies"
"per",2319,280,375,3,2974,3932,"available"
"box",2397,91,492,3,2980,3933,"selection"
"Let",1567,32,1400,3,2999,3934,"political"
"air",2332,143,574,3,3049,3935,"currently"
"sad",1741,42,1335,3,3118,3936,"situation"
"dog",2094,119,927,3,3140,3937,"following"
"sit",2639,68,528,3,3235,3938,"somewhere"
"fan",1639,68,1681,3,3388,3939,"including"
"THE",1455,24,2023,3,3502,3940,"remaining"
"law",2597,502,454,3,3553,3941,"including"
"Who",1778,52,1752,3,3582,3942,"Christmas"
"met",2734,141,724,3,3599,3943,"brilliant"
"boy",2585,107,941,3,3633,3944,"remaining"
"son",2767,198,673,3,3638,3945,"surprised"
"due",2960,119,576,3,3655,3946,"remaining"
"red",2946,145,755,3,3846,3947,"Christmas"
"Hey",523,45,3279,3,3847,3948,"everybody"
"age",3244,212,473,3,3929,3949,"something"
"etc",3366,10,756,3,4132,3950,"According"
"art",3394,142,751,3,4287,3951,"furniture"
"pay",3046,434,977,3,4457,3952,"attention"
"mom",2699,60,1756,3,4515,3953,"something"
"Our",3182,81,1391,3,4654,3954,"challenge"
"Why",2548,87,2061,3,4696,3955,"remaining"
"hot",2987,162,1560,3,4709,3956,"chocolate"
"May",3048,310,1513,3,4871,3957,"somewhere"
"bed",3305,62,1563,3,4930,3958,"Hopefully"
"com",2225,346,2461,3,5032,3959,"interview"
"men",4202,216,714,3,5132,3960,"yesterday"
"buy",3751,169,1391,3,5311,3961,"something"
"eat",3801,79,1482,3,5362,3962,"something"
"hit",3147,403,2028,3,5578,3963,"yesterday"
"add",4709,164,709,3,5582,3964,"something"
"guy",3146,207,2273,3,5626,3965,"convinced"
"win",2349,406,2878,3,5633,3966,"attention"
"cut",4651,284,762,3,5697,3967,"something"
"yes",2712,44,3035,3,5791,3968,"obviously"
"Yes",3073,62,2723,3,5858,3969,"Christmas"
"ask",4240,156,1569,3,5965,3970,"questions"
"car",4285,318,1492,3,6095,3971,"insurance"
"His",5544,343,451,3,6338,3972,"wonderful"
"Day",2905,151,3314,3,6370,3973,"yesterday"
"saw",5156,224,2375,3,7755,3974,"something"
"run",5341,494,1953,3,7788,3975,"yesterday"
"All",5493,190,2476,3,8159,3976,"Americans"
"top",6458,468,1237,3,8163,3977,"referring"
"ago",6574,456,1316,3,8346,3978,"yesterday"
"job",5366,432,2558,3,8356,3979,"interview"
"How",4461,133,3802,3,8396,3980,"different"
"Not",5615,130,3364,3,9109,3981,"everybody"
"One",7287,305,1995,3,9587,3982,"afternoon"
"far",7387,354,1919,3,9660,3983,"different"
"yet",7283,239,2178,3,9700,3984,"difficult"
"bad",6185,221,3627,3,10033,3985,"situation"
"Now",6986,214,2883,3,10083,3986,"therefore"
"set",8241,495,1435,3,10171,3987,"sometimes"
"New",6248,951,3135,3,10334,3988,"Christian"
"try",7542,230,2678,3,10450,3989,"something"
"let",8015,213,3489,3,11717,3990,"ourselves"
"fun",7552,158,4363,3,12073,3991,"challenge"
"big",8439,524,3233,3,12196,3992,"beautiful"
"bit",10629,228,1474,3,12331,3993,"different"
"For",10087,512,1923,3,12522,3994,"Christmas"
"God",10111,67,2389,3,12567,3995,"continued"
"man",8033,420,4188,3,12641,3996,"sometimes"
"end",10056,551,2217,3,12824,3997,"yesterday"
"old",10046,295,2898,3,13239,3998,"favorites"
"why",9343,305,4011,3,13659,3999,"something"
"put",10854,492,2486,3,13832,4000,"something"
"lot",11441,600,2742,3,14783,4001,"different"
"She",13207,638,1484,3,15329,4002,"certainly"
"use",12503,436,2821,3,15760,4003,"something"
"may",14036,640,2367,3,17043,4004,"sometimes"
"own",14598,512,2010,3,17120,4005,"interests"
"few",16998,539,2538,3,20075,4006,"questions"
"say",15820,757,5886,3,22463,4007,"something"
"its",17074,1912,5396,3,24382,4008,"existence"
"two",19932,1800,2882,3,24614,4009,"different"
"off",17540,882,6528,3,24950,4010,"yesterday"
"did",19149,793,5491,3,25433,4011,"something"
"any",20477,822,4210,3,25509,4012,"questions"
"got",16687,684,9512,3,26883,4013,"something"
"You",15783,346,11425,3,27554,4014,"certainly"
"too",19257,619,11320,3,31196,4015,"expensive"
"But",24972,1768,4776,3,31516,4016,"sometimes"
"him",24827,1541,5287,3,31655,4017,"something"
"way",24481,905,6705,3,32091,4018,"different"
"new",22223,1361,10516,3,34100,4019,"challenge"
"And",28140,1014,6377,3,35531,4020,"sometimes"
"see",24763,685,12367,3,37815,4021,"something"
"now",24132,1030,13615,3,38777,4022,"available"
"day",23451,829,14708,3,38988,4023,"yesterday"
"how",29212,979,9764,3,39955,4024,"important"
"she",35003,1927,4334,3,41264,4025,"mentioned"
"our",41733,1204,11733,3,54670,4026,"community"
"who",42989,3713,8405,3,55107,4027,"currently"
"get",36966,1494,19926,3,58386,4028,"something"
"her",54146,2297,6284,3,62727,4029,"boyfriend"
"has",49823,4090,9185,3,63098,4030,"something"
"his",53339,5064,6115,3,64518,4031,"character"
"had",57281,2771,7635,3,67687,4032,"something"
"can",50716,1909,15821,3,68446,4033,"sometimes"
"one",58860,2525,14261,3,75646,4034,"exception"
"out",57520,2459,22098,3,82077,4035,"something"
"all",70239,2043,21524,3,93806,4036,"different"
"not",86637,3609,21774,3,112020,4037,"something"
"but",86249,3345,23306,3,112900,4038,"sometimes"
"The",93756,7576,16046,3,117378,4039,"following"
"are",101262,4746,29446,3,135454,4040,"available"
"was",149745,7937,23616,3,181298,4041,"something"
"you",134838,2634,93619,3,231091,4042,"something"
"for",182079,11502,75344,3,268925,4043,"something"
"and",554285,29420,82279,3,665984,4044,"sometimes"
"the",892015,58979,167452,3,1118446,4045,"beginning"
"On",3839,268,1227,2,5334,4046,"Wednesday"
"At",4081,289,1283,2,5653,4047,"different"
"To",4478,162,1394,2,6034,4048,"celebrate"
"No",4419,400,3148,2,7967,4049,"seriously"
"As",8918,343,754,2,10015,4050,"mentioned"
"My",10124,102,4566,2,14792,4051,"intention"
"If",12801,470,5271,2,18542,4052,"something"
"In",15474,1061,2111,2,18646,4053,"September"
"He",15771,1398,1825,2,18994,4054,"continues"
"So",15023,279,4536,2,19838,4055,"yesterday"
"am",17395,140,4739,2,22274,4056,"currently"
"go",15058,561,7351,2,22970,4057,"somewhere"
"us",16732,437,5848,2,23017,4058,"something"
"We",17301,395,6528,2,24224,4059,"continued"
"no",20247,853,6640,2,27740,4060,"different"
"It",25560,837,4283,2,30680,4061,"certainly"
"if",28426,1079,8731,2,38236,4062,"necessary"
"do",30646,1004,11047,2,42697,4063,"something"
"he",38693,4011,5340,2,48044,4064,"explained"
"an",40420,2847,8113,2,51380,4065,"important"
"by",43527,3074,7338,2,53939,4066,"something"
"up",39451,1807,13366,2,54624,4067,"something"
"or",51753,2352,7990,2,62095,4068,"something"
"so",46806,1073,16002,2,63881,4069,"beautiful"
"we",52051,1474,11102,2,64627,4070,"continued"
"me",49873,673,22803,2,73349,4071,"something"
"at",60734,4981,22330,2,88045,4072,"different"
"as",76115,4307,8283,2,88705,4073,"important"
"be",77639,3586,23020,2,104245,4074,"available"
"my",91769,826,31409,2,124004,4075,"childhood"
"on",98911,6160,33286,2,138357,4076,"Wednesday"
"it",125923,4057,33774,2,163754,4077,"difficult"
"is",160838,6817,42358,2,210013,4078,"something"
"in",209343,15150,45630,2,270123,4079,"different"
"of",329193,18520,45180,2,392893,4080,"something"
"to",398463,21454,98454,2,518371,4081,"celebrate"
"I",242483,2826,10277,1,255586,4082,"mentioned"
"a",277771,19993,9577,1,307341,4083,"different"
